geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
"68553",-8.02839881376221,-50.021261734141291,"redencao","PA"
"68537",-6.5499586037646864,-49.846527739623532,"canaa dos carajas","PA"
"68550",-8.0374139373081341,-50.029499158920167,"redencao","PA"
"68521",-5.7051325085948177,-48.40593515946037,"brejo grande do araguaia","PA"
"68543",-7.5620288864098528,-49.70357286521913,"floresta do araguaia","PA"
"68501",-5.3740551158142216,-49.124582027660189,"marabá","PA"
"68555",-7.1041004003307009,-49.941492702113344,"xinguara","PA"
"68590",-4.4514473375616737,-49.1179173853258,"jacunda","PA"
"68557",-7.0931312344041126,-49.939439116895109,"xinguara","PA"
"68585",-4.9204252162973612,-49.077073710852474,"nova ipixuna","PA"
"68551",-8.0404386007267536,-50.047272911991435,"redencao","PA"
"68525",-5.0499722168150765,-48.597853005431915,"bom jesus do tocantins","PA"
"68502",-5.3896026050671688,-49.126989074313727,"marabá","PA"
"68523",-6.1012797588209091,-49.603127692057122,"curionópolis","PA"
"68554",-8.04257881622651,-50.048914067610426,"redencao","PA"
"68507",-5.3626149999999484,-49.086681183999985,"maraba","PA"
"68580",-5.1330225771409941,-49.325382375761812,"itupiranga","PA"
"68527",-4.950512264087866,-48.394803057418834,"abel figueiredo","PA"
"68552",-8.0379438874918865,-50.036565379311618,"redencao","PA"
"68500",-5.353072316710489,-49.138884126756707,"maraba","PA"
"68556",-7.09711174165155,-49.945146987384462,"xinguara","PA"
"68560",-9.3284037293648172,-50.347354649851077,"santana do araguaia","PA"
"68524",-6.1009508218895716,-49.365237194780626,"eldorado dos carajas","PA"
"68575",-6.4479960645914485,-48.868384879032156,"picarra","PA"
"68545",-7.83446922905681,-50.04157082744215,"pau d'arco","PA"
"68510",-5.3637925915542821,-49.102135134838754,"maraba","PA"
"68530",-7.3129111494478,-50.052364339847834,"rio maria","PA"
"68506",-5.3582322550261754,-49.081825942947631,"maraba","PA"
"68513",-5.2879672737898158,-49.0724205981081,"maraba","PA"
"68570",-6.3815256680708732,-48.574608726413317,"são geraldo do araguaia","PA"
"68548",-6.9460163658421683,-49.698772436021713,"sapucaia","PA"
"68505",-5.3484161464642712,-49.099415968060519,"maraba","PA"
"68508",-5.3455004204176948,-49.117309905063927,"maraba","PA"
"68520",-5.5384206918722256,-48.732431029395848,"sao domingos do araguaia","PA"
"68533",-6.8031691464465558,-50.484419537352245,"agua azul do norte","PA"
"68535",-5.7438181862120059,-48.317093807605609,"palestina do para","PA"
"68509",-5.3658538942079037,-49.116101531620934,"maraba","PA"
"68514",-5.3670553297322421,-49.124991335534737,"maraba","PA"
"68516",-6.1006559420588964,-49.839282420791136,"parauapebas","PA"
"68565",-8.8680527866534238,-49.716316242915816,"santa maria das barreiras","PA"
"68512",-5.3483951904043652,-49.0994231824418,"maraba","PA"
"68504",-5.3459066226326293,-49.08063279314662,"maraba","PA"
"68628",-2.9871835529890944,-47.353535703140821,"paragominas","PA"
"68660",-1.6223861305325618,-47.4765860416628,"sao miguel do guama","PA"
"68638",-4.775128569399123,-48.072871250845957,"rondon do para","PA"
"68618",-2.2678960903588958,-46.967918625453905,"nova esperanca do piria","PA"
"68675",-2.0518723234019856,-47.552127792704027,"mae do rio","PA"
"68639",-3.8492391810308488,-49.098941819132449,"goianésia do pará","PA"
"68600",-1.0562666986038003,-46.762708764470851,"braganca","PA"
"68695",-2.9477377371029228,-48.953807955608234,"tailândia","PA"
"68627",-3.0135752514711838,-47.356812326745761,"paragominas","PA"
"68625",-2.9924441520037983,-47.353134572750342,"paragominas","PA"
"68640",-1.5480285213755514,-47.123210441637916,"ourem","PA"
"68680",-2.4177933774384495,-48.152359638473712,"tome-acu","PA"
"68665",-1.9327136441806898,-47.047661598995383,"garrafao do norte","PA"
"68632",-3.7450220135288093,-47.501615902540443,"ulianópolis","PA"
"68637",-2.5607216285480061,-47.495102341782065,"ipixuna do para","PA"
"68633",-4.29672359708408,-47.562336939985556,"dom eliseu","PA"
"68690",-1.9580135458840857,-48.19874184399108,"acará","PA"
"68617",-1.7633869979249954,-46.54112232365,"cachoeira do piriá","PA"
"68670",-1.51267700408205,-48.042789865266116,"bujaru","PA"
"68635",-1.6753690070288403,-47.77385260500558,"sao domingos do capim","PA"
"68650",-1.7550814598296698,-47.070942308376381,"capitao poco","PA"
"68685",-1.9924799177182453,-47.948169754162421,"concordia do para","PA"
"68626",-2.9940207822626252,-47.359535427310327,"paragominas","PA"
"68630",-2.9947243718476133,-47.342775583543734,"paragominas","PA"
"68610",-1.0198912969955858,-46.633204320868728,"augusto correa","PA"
"68658",-2.1349964183884347,-47.559402389290049,"aurora do para","PA"
"68655",-1.7737030618680361,-47.437344682450721,"irituia","PA"
"68644",-1.5246777327625258,-46.905741178284948,"santa luzia do para","PA"
"68620",-1.2012371289385761,-46.137360063730839,"viseu","PA"
"68645",-1.3628691822222825,-47.305548795627416,"bonito","PA"
"68647",-1.0805063735546954,-46.906808183841868,"tracuateua","PA"
"68682",-2.4193141198841253,-48.249224337631844,"quatro bocas","PA"
"68743",-1.2897567176189835,-47.933905694289493,"castanhal","PA"
"68745",-1.3019669634735789,-47.914640671522953,"castanhal","PA"
"68701",-1.1979014558322685,-47.171352968254517,"capanema","PA"
"68741",-1.299944665978007,-47.942051823692189,"castanhal","PA"
"68740",-1.295270747671003,-47.927425003283908,"castanhal","PA"
"68702",-1.1980602561412246,-47.185964156732041,"capanema","PA"
"68730",-1.206413805526017,-47.3900526080411,"nova timboteua","PA"
"68742",-1.2961499290844707,-47.947770082280634,"castanhal","PA"
"68795",-1.3651071444563339,-48.262933099082161,"benevides","PA"
"68700",-1.1887905346930179,-47.168964603579745,"capanema","PA"
"68738",-1.3480261191340925,-47.570061339835405,"santa maria do para","PA"
"68744",-1.2765206496504302,-47.915101123702605,"castanhal","PA"
"68790",-1.2987799721680668,-48.161864029371941,"santa isabel do pará","PA"
"68798",-1.2266064202606011,-48.293408118726809,"santa barbara do para","PA"
"68710",-0.783251943308772,-47.455407177775456,"maracana","PA"
"68725",-1.1219153921947433,-47.621579556715261,"igarape-acu","PA"
"68780",-0.847952530861682,-48.138726615297266,"vigia","PA"
"68746",-1.3017137525627682,-47.8979704954983,"castanhal","PA"
"68721",-0.62603908618122683,-47.350916861812294,"salinópolis","PA"
"68703",-1.192375919805486,-47.186839743014836,"capanema","PA"
"68748",-1.1634128585891779,-47.791415938132495,"sao francisco do para","PA"
"68786",-1.1551362018390574,-48.13344193736534,"santo antonio do taua","PA"
"68785",-0.92489359423851047,-48.24276566371806,"colares","PA"
"68719",-0.82325999999994792,-47.230338499999959,"sao joao de pirabas","PA"
"68750",-0.73808791431053267,-47.856961271833555,"curuca","PA"
"68707",-0.93808411548553083,-47.115502116661631,"primavera","PA"
"68760",-0.71050891405370664,-47.696299539533435,"marapanim","PA"
"68797",-20.905148782515631,-51.369695825540688,"benfica","PA"
"68709",-0.90103799999994294,-47.038759999999968,"quatipuru","PA"
"68734",-1.0687510767326671,-47.276680580928,"peixe-boi","PA"
"68722",-0.80046352291066658,-47.600937062940716,"magalhaes barata","PA"
"68792",-1.3016620868536617,-48.058150448130966,"americano","PA"
"68720",-0.93066238626935216,-47.392802762479249,"santarem novo","PA"
"68747",-1.295252999999994,-47.978117999999995,"apeu","PA"
"68773",-1.038966035138118,-47.910632582547471,"terra alta","PA"
"68800",-1.6753652411400217,-50.481173791434308,"breves","PA"
"68830",-1.3891352885904233,-48.86796157170081,"ponta de pedras","PA"
"68825",-1.5328986297371974,-49.220522769096355,"muana","PA"
"68820",-1.7181419884557787,-49.532083140758246,"sao sebastiao da boa vista","PA"
"68815",-1.8133271211288224,-49.795302696796867,"curralinho","PA"
"68810",-0.98560327062503283,-49.934355754097965,"anajás","PA"
"68870",-0.72125961602144983,-48.5133913710001,"soure","PA"
"68860",-0.75522308459287435,-48.520756340918659,"salvaterra","PA"
"68850",-0.66456705204373667,-49.173971239012509,"santa cruz do arari","PA"
"68840",-1.0125223073499121,-48.962542185202324,"cachoeira do arari","PA"
"68890",-0.15860862402014062,-50.386531719974805,"afuá","PA"
"66090",-1.453384061122527,-48.46810551089191,"belem","PA"
"66065",-1.4735053760747849,-48.46997985443469,"belem","PA"
"66070",-1.44854252478061,-48.456474593543213,"belem","PA"
"66017",-1.454787471002319,-48.497441815425063,"belem","PA"
"66053",-1.4487117091005544,-48.489229370621771,"belem","PA"
"66050",-1.4390974529689196,-48.488468429338276,"belem","PA"
"66060",-1.4442835911766216,-48.478317420508795,"belem","PA"
"66055",-1.4490947274224149,-48.484601999451726,"belem","PA"
"66040",-1.4551697609790639,-48.481834892319185,"belem","PA"
"66085",-1.4367368648507191,-48.472588277280778,"belem","PA"
"66033",-1.4649796654765275,-48.487638462581977,"belem","PA"
"66023",-1.4653900588320616,-48.499321657914543,"belem","PA"
"66080",-1.4219309958450534,-48.466488682353244,"belem","PA"
"66063",-1.4502412245368914,-48.4742275010096,"belem","PA"
"66093",-1.4381200036353377,-48.465166095215992,"belem","PA"
"66075",-1.4650237139778006,-48.471185786117722,"belem","PA"
"66087",-1.4224300521669595,-48.46335636193654,"belem","PA"
"66073",-1.4642647954584085,-48.45765762447347,"belem","PA"
"66035",-1.4521799999999416,-48.481959999999958,"belem","PA"
"66045",-1.4610480874257128,-48.47781296251955,"belem","PA"
"66083",-1.4183195981015178,-48.466735570488815,"belem","PA"
"66095",-1.4282248678804774,-48.459694144180318,"belem","PA"
"66013",-1.454280390241707,-48.500970495152565,"belem","PA"
"66079",-1.4695425262277138,-48.454677031911856,"belem","PA"
"66015",-1.4538728351318888,-48.49726719525075,"belem","PA"
"66077",-1.3131772169199873,-48.461465843327666,"belem","PA"
"66020",-1.4628823147612158,-48.500386424490856,"belem","PA"
"66019",-1.4526032997575802,-48.500208020543553,"belem","PA"
"66010",-1.4526336952507612,-48.499484164868093,"belem","PA"
"66110",-1.4008844765734045,-48.491161863726994,"belem","PA"
"66117",-1.4125173943966511,-48.485450572162279,"belem","PA"
"66113",-1.4294941285128357,-48.485167399359639,"belem","PA"
"66123",-1.4102549999999923,-48.474291540394631,"belem","PA"
"66115",-1.3760043691220547,-48.477816763051159,"belem","PA"
"66630",-1.3763156344567804,-48.4511976829015,"belem","PA"
"66623",-1.4432955950561102,-48.481849716795615,"belem","PA"
"66690",-1.4065474493622432,-48.394569714265117,"belem","PA"
"66640",-1.3809726642885602,-48.451962015766568,"belem","PA"
"66615",-1.3983028534537609,-48.453594105026419,"belem","PA"
"66610",-1.4282038606671219,-48.450039276703841,"belem","PA"
"66625",-1.3626683479999429,-48.43685499999998,"belem","PA"
"66645",-1.4019926670315634,-48.434268177696325,"belem","PA"
"66613",-1.4351686532623154,-48.467012979188731,"belem","PA"
"66635",-1.3562064246615451,-48.45374911705526,"belem","PA"
"66620",-1.3973467554453018,-48.460383264487611,"belem","PA"
"66670",-1.3386809553061954,-48.435967770471443,"belem","PA"
"66617",-1.3981229999999982,-48.472853481245458,"belem","PA"
"66652",-1.36822753610786,-48.42256028942645,"belem","PA"
"66650",-1.3624666872006765,-48.429216414507515,"belem","PA"
"66633",-1.401171734858172,-48.456772193183241,"belem","PA"
"66695",-1.3909038038453685,-48.473219301039,"belem","PA"
"66813",-1.456082274898832,-48.499975186829225,"belem","PA"
"66814",-1.3117642378670853,-48.471356760892157,"belem","PA"
"66833",-1.3397958970223891,-48.457778448237065,"belem","PA"
"66810",-1.2957386333602605,-48.481815575596045,"belem","PA"
"66831",-1.3558068753822978,-48.466027879969921,"belem","PA"
"66815",-1.2959324999999924,-48.455741249999988,"belem","PA"
"66812",-1.3110114256284449,-48.482883802469239,"belem","PA"
"66823",-1.3354989780714477,-48.43738550248149,"belem","PA"
"66811",-1.3055593400079837,-48.476297959893827,"belem","PA"
"66820",-1.3203340407986575,-48.44560365999201,"belem","PA"
"66816",-1.3663835507125295,-48.468539228156544,"belem","PA"
"66830",-1.3489863093765762,-48.466861314661685,"belem","PA"
"66840",-1.3814706747071943,-48.437917155433027,"belem","PA"
"66822",-1.4648134504587611,-48.481039985429049,"belem","PA"
"66843",-1.2497496397369097,-48.456199467655438,"belem","PA"
"66821",-1.4415820808776609,-48.487470471254134,"belem","PA"
"66845",-1.282425634556611,-48.473874386790911,"belem","PA"
"66910",-1.1608123305679472,-48.467344373163918,"belem","PA"
"66914",-1.3538043696981521,-48.436815200530866,"belem","PA"
"66913",-1.4586680951530513,-48.50020452458606,"belem","PA"
"66912",-1.1467449060770418,-48.462417314111285,"belem","PA"
"66918",-1.1230385471224598,-48.437794834899414,"belem","PA"
"66923",-1.0970280663716216,-48.410072021059918,"belem","PA"
"65020",-2.5244272445702083,-44.290479483420555,"sao luis","MA"
"65031",-2.5500618922390004,-44.287839081773953,"sao luis","MA"
"65062",-2.5186853294477487,-44.242519306134227,"sao luis","MA"
"65036",-2.57765294350297,-44.241486680150871,"sao luis","MA"
"65015",-2.5390656566737877,-44.299490814876805,"sao luis","MA"
"65075",-2.5085430466673553,-44.303019926805405,"sao luis","MA"
"65025",-2.5360433844930297,-44.28431732067596,"sao luis","MA"
"65068",-2.5010422067080809,-44.235076165512453,"sao luis","MA"
"65054",-2.5545282652192807,-44.213093414707906,"sao luis","MA"
"65061",-2.5326637143013366,-44.258202085348522,"sao luis","MA"
"65072",-2.5460792339719513,-44.3089863702464,"são luís","MA"
"65070",-2.5101208699288069,-44.251216886010781,"sao luis","MA"
"65074",-2.5067761604246996,-44.267713706215041,"sao luis","MA"
"65030",-2.5447147121876328,-44.280277878988983,"sao luis","MA"
"65094",-2.5056912299699836,-44.310279136427852,"sao luis","MA"
"65071",-2.5221512411853046,-44.255814475157258,"sao luis","MA"
"65040",-2.5510999766864719,-44.271892456287134,"sao luis","MA"
"65058",-2.5723292890049678,-44.199514210995019,"sao luis","MA"
"65066",-2.5070346576439486,-44.212149928670172,"sao luis","MA"
"65077",-2.4904195778464233,-44.303286986265782,"sao luis","MA"
"65063",-2.5335202062172346,-44.237328579733664,"sao luis","MA"
"65076",-2.5113567059554027,-44.303780352888985,"são luís","MA"
"65055",-2.5766328409602717,-44.2395996386404,"sao luis","MA"
"65041",-2.5515520197068442,-44.261037612960934,"sao luis","MA"
"65080",-2.5612944297326994,-44.301622150668166,"são luís","MA"
"65051",-2.5335183726255148,-44.213588111544581,"sao luis","MA"
"65085",-2.5354030444053475,-44.329029669023051,"sao luis","MA"
"65035",-2.5285787804948776,-44.285998755454621,"sao luis","MA"
"65073",-2.5032848625890169,-44.237623049643908,"são luís","MA"
"65067",-2.4863595238302167,-44.2333616871893,"sao luis","MA"
"65057",-2.4862449081308884,-44.250924892723205,"sao luis","MA"
"65081",-2.565507949521447,-44.318228971661675,"sao luis","MA"
"65056",-2.5616991026658842,-44.222424458580029,"sao luis","MA"
"65064",-2.5567234890357216,-44.254258910352576,"sao luis","MA"
"65042",-2.5537592092734429,-44.271388435743589,"sao luis","MA"
"65045",-2.5484064436471279,-44.245736798013063,"sao luis","MA"
"65078",-2.5131001640313819,-44.264451494171624,"sao luis","MA"
"65044",-2.545434,-44.327792514570945,"sao luis","MA"
"65032",-2.5437148370284342,-44.287554973396723,"são luís","MA"
"65065",-2.5226160486206108,-44.226023655175943,"sao luis","MA"
"65010",-2.5278994854290455,-44.307162518321853,"sao luis","MA"
"65046",-2.5454278250923532,-44.246380762340081,"sao luis","MA"
"65037",-2.5320721218477353,-44.27760079239998,"sao luis","MA"
"65047",-2.5386249969027546,-44.255950160153326,"sao luis","MA"
"65043",-2.5643920988495608,-44.264732536418236,"sao luis","MA"
"65048",-2.5563259307312931,-44.24680824675432,"sao luis","MA"
"65049",-2.5375060058283769,-44.241916222315183,"sao luis","MA"
"65059",-2.5591982905823234,-44.229614301690823,"sao luis","MA"
"65060",-2.5543102106584268,-44.234785189422361,"sao luis","MA"
"65052",-2.5512425203890929,-44.217907972900171,"sao luis","MA"
"65053",-2.5406141552882504,-44.203174646796363,"sao luis","MA"
"65092",-2.5543964912574206,-44.228306536211043,"sao luis","MA"
"65091",-2.5561613030328991,-44.258779304077578,"sao luis","MA"
"65090",-2.5943629787545097,-44.247528556283591,"são luís","MA"
"65082",-2.5509282536787876,-44.326621765335545,"sao luis","MA"
"65033",-2.5401114883806422,-44.225184216877878,"sao luis","MA"
"65026",-2.5401515705769078,-44.298132507125011,"sao luis","MA"
"65095",-2.5068583951470633,-44.268693462380121,"sao luis","MA"
"65093",-2.5034810085983419,-44.299099780743219,"sao luis","MA"
"65050",-2.5470899593055583,-44.21260734752552,"sao luis","MA"
"65086",-2.5608567235462516,-44.340085762790004,"são luís","MA"
"65000",-2.5723484332719413,-44.204766212735727,"sao luis","MA"
"65021",-2.5307860399626425,-44.291551082249207,"sao luis","MA"
"65083",-2.5081661200455936,-44.236216194638459,"são luís","MA"
"65145",-3.1381783308390556,-44.303323724942146,"santa rita","MA"
"65130",-2.5368706714640674,-44.171515455546341,"paco do lumiar","MA"
"65110",-2.5301297697332683,-44.082258302127627,"sao jose de ribamar","MA"
"65150",-2.9371834844662636,-44.252578242540942,"rosario","MA"
"65190",-2.5082493898116911,-43.441659252598882,"primeira cruz","MA"
"65170",-2.7744229027386327,-44.058199728323544,"icatu","MA"
"65180",-2.6081845634808416,-43.463631867143079,"humberto de campos","MA"
"65148",-2.8389533460828029,-44.053492027584184,"axixa","MA"
"65143",-2.976122059880391,-44.315675003742513,"bacabeira","MA"
"65160",-2.8754868043566093,-44.033981794578807,"morros","MA"
"65138",-2.4275899196125179,-44.102314145222472,"raposa","MA"
"65195",-2.4995374238375931,-43.256393217111047,"santo amaro","MA"
"65140",-2.92319248655288,-44.062735217234838,"presidente juscelino","MA"
"65213",-3.2138489999999464,-45.21000049999995,"penalva","MA"
"65200",-2.5308811737821886,-45.099247633136194,"pinheiro","MA"
"65235",-2.7003177571163168,-44.832562214030681,"são bento","MA"
"65215",-3.2173215699307445,-45.002246697485347,"viana","MA"
"65225",-2.9587627765931317,-44.7962056237003,"sao joao batista","MA"
"65292",-1.7995776157177565,-46.313356122432062,"boa vista do gurupi","MA"
"65284",-2.0093519999999465,-45.851902999999965,"governador nunes freire","MA"
"65238",-2.6496622049576897,-44.895645920811795,"palmeirandia","MA"
"65210",-3.3214050848408219,-45.019199813830923,"cajari","MA"
"65295",-1.2083966952947918,-46.021570523277184,"carutapera","MA"
"65208",-2.2414610963617916,-45.309470715473388,"santa helena","MA"
"65272",-2.5498710486900151,-45.77642489777076,"santa luzia do parua","MA"
"65230",-2.8783868699996722,-44.676349438610636,"cajapio","MA"
"65274",-2.8100664626495844,-45.706215822081731,"nova olinda do maranhao","MA"
"65285",-1.3837033105064729,-45.771231636031054,"godofredo viana","MA"
"65204",-2.5887466266401225,-45.364619606099,"presidente sarney","MA"
"65268",-1.82421581763175,-44.866115174437375,"cururupu","MA"
"65220",-2.8931465983127174,-44.880837757268004,"sao vicente ferrer","MA"
"65218",-3.1002074984329684,-45.035241972154012,"matinha","MA"
"65299",-2.1412998881048457,-46.127826066898137,"centro novo do maranhao","MA"
"65288",-2.4807519651346368,-46.071928827821694,"centro do guilherme","MA"
"65223",-2.9986994762496626,-45.001835076736022,"olinda nova do maranhao","MA"
"65270",-1.7278829589999705,-45.14684444337454,"bacuri","MA"
"65269",-1.8542404969040531,-45.113083062886986,"serrano do maranhao","MA"
"65265",-2.0666075270184292,-44.785349393085532,"mirinzal","MA"
"65289",-2.0527982065365529,-45.957178092146918,"maracacume","MA"
"65279",-2.3796633310535418,-45.822814492980271,"presidente medici","MA"
"65290",-1.3313942836862902,-45.898449563782478,"luis domingues","MA"
"65255",-2.1338405141759216,-44.611180114200991,"guimaraes","MA"
"65294",-1.8792063924760725,-46.075453232782252,"junco do maranhão","MA"
"65267",-2.1945419999999984,-44.827670720327895,"central do maranhao","MA"
"65278",-1.6677610481046363,-45.3708241940795,"turiacu","MA"
"65280",-1.4560569362390725,-45.727087731506487,"cândido mendes","MA"
"65283",-2.2423648811181045,-45.858351418702277,"maranhaozinho","MA"
"65250",-2.4049715248440569,-44.417694741276279,"alcantara","MA"
"65245",-2.5781793489157856,-44.859008662848545,"peri mirim","MA"
"65233",-2.70778070740857,-44.740038836959933,"bacurituba","MA"
"65206",-2.9681296578931535,-45.348511736764877,"pedro do rosário","MA"
"65248",-2.4526656411603112,-44.786539495106943,"bequimao","MA"
"65263",-1.8590439280282904,-44.586820836604787,"porto rico do maranhao","MA"
"65276",-2.2226310000000042,-45.30495599999999,"turilandia","MA"
"65260",-2.0019034599034065,-44.536428829998435,"cedral","MA"
"65275",-1.5394390238582931,-45.08175953126883,"apicum-acu","MA"
"65293",-1.6747728410811775,-46.01120050486437,"amapá do maranhão","MA"
"65390",-3.964143218539248,-45.662233360975051,"santa luzia","MA"
"65370",-3.6078410959320442,-45.345434301355972,"pindare mirim","MA"
"65385",-3.529307999999947,-46.217149999999947,"sao joao do caru","MA"
"65350",-3.4630387140778516,-44.870896904796673,"vitoria do mearim","MA"
"65393",-4.3172716563923421,-46.461812614379873,"buriticupu","MA"
"65300",-3.8490449999999328,-45.448771963999945,"santa inês","MA"
"65395",-4.4851161658620136,-46.853346850013494,"bom jesus das selvas","MA"
"65345",-3.636174483204536,-45.177749316905846,"igarape do meio","MA"
"65398",-3.6666985993633183,-45.84418866209721,"alto alegre do pindare","MA"
"65380",-3.5433708452832477,-45.605616244830117,"bom jardim","MA"
"65302",-3.6520178358411046,-45.373506612172726,"santa ines","MA"
"65320",-4.2855511281713055,-45.253961618966592,"vitorino freire","MA"
"65360",-3.6277130951571204,-45.192791815208167,"moncao","MA"
"65301",-3.6554955963629108,-45.389231559294117,"santa ines","MA"
"65365",-3.2745972099066036,-45.654381779480488,"ze doca","MA"
"65304",-3.6704702749344684,-45.358963790463172,"santa ines","MA"
"65363",-3.372941999999945,-45.763081999999969,"governador newton bello","MA"
"65310",-4.1902063480930778,-45.565125740652114,"altamira do maranhao","MA"
"65306",-3.6665123487584563,-45.391343153265375,"santa inês","MA"
"65378",-3.702622499999999,-45.50968125,"tufilândia","MA"
"65368",-2.9527371670180789,-45.667042887832991,"araguana","MA"
"65340",-3.8384977985475004,-44.898927683712657,"conceicao do lago-acu","MA"
"65315",-4.3304623686590826,-45.587151255295083,"brejo de areia","MA"
"65335",-3.7410204559195468,-45.251417524244069,"bela vista do maranhao","MA"
"65480",-3.4390567312270948,-44.774548133839531,"arari","MA"
"65415",-4.1312058146182613,-44.129443947302455,"coroata","MA"
"65400",-4.4599109327148652,-43.880692216944,"codo","MA"
"65430",-3.5513577098597806,-43.923228651483974,"vargem grande","MA"
"65455",-3.4093085233463349,-44.024162630220481,"presidente vargas","MA"
"65485",-3.3429002329039017,-44.45554681275582,"itapecuru mirim","MA"
"65495",-3.5678317291366355,-44.583329735030951,"miranda do norte","MA"
"65470",-4.0393626042041539,-44.463614865070781,"sao mateus do maranhao","MA"
"65420",-4.25259892274237,-43.939276163298416,"timbiras","MA"
"65490",-3.2669546064484059,-44.61878762272444,"anajatuba","MA"
"65460",-3.7279197415045777,-44.2281156466405,"pirapemas","MA"
"65440",-3.3376979605096468,-43.531152239178141,"são benedito do rio preto","MA"
"65418",-4.3722750506720427,-44.3404651671062,"peritoro","MA"
"65450",-3.4644930749101328,-43.913511664139584,"nina rodrigues","MA"
"65468",-3.6303331421674048,-44.558741987553724,"matoes do norte","MA"
"65413",-4.2185982298644564,-44.448745972597273,"alto alegre do maranhao","MA"
"65465",-3.633859413381086,-44.376478018786919,"cantanhede","MA"
"65590",-2.75634402523861,-42.821531121965251,"barreirinhas","MA"
"65500",-3.741395770192256,-43.366649896291811,"chapadinha","MA"
"65580",-2.7633938173653654,-42.279212510461235,"tutoia","MA"
"65520",-3.6825712956393364,-42.755271778578262,"brejo","MA"
"65550",-3.3618660165990968,-42.417515368999361,"sao bernardo","MA"
"65510",-3.6323009801971331,-43.113998235147854,"mata roma","MA"
"65540",-3.5011899999999514,-42.565969999999936,"santa quiteria do maranhao","MA"
"65530",-3.2098431041612465,-43.407318019866359,"urbano santos","MA"
"65515",-3.9433357052684284,-42.909179986971068,"buriti","MA"
"65570",-2.8841127256296555,-41.903147780394917,"araioses","MA"
"65545",-3.579506999999996,-42.61524094897279,"milagres do maranhão","MA"
"65578",-2.8408116820184137,-42.120789995394482,"agua doce do maranhao","MA"
"65555",-3.11577521604078,-42.412708754963617,"santana do maranhao","MA"
"65525",-3.6724351147550318,-43.104850707839759,"anapurus","MA"
"65560",-3.3962112430153777,-42.202832462203006,"magalhaes de almeida","MA"
"65582",-2.8839719992928754,-42.3052823008146,"barro duro","MA"
"65585",-2.7186900682846629,-42.545010489890956,"paulino neves","MA"
"65535",-3.1591538904845891,-43.504593890060235,"belagua","MA"
"65505",-4.1318226241448146,-43.321807033731638,"afonso cunha","MA"
"65620",-4.2547895615250368,-43.020430374724619,"coelho neto","MA"
"65633",-5.1296548865681046,-42.828592419517513,"timon","MA"
"65690",-6.0407426441803231,-44.238705520376641,"colinas","MA"
"65631",-5.09615279916519,-42.834405606099104,"timon","MA"
"65607",-4.8699729934245042,-43.371605910401613,"caxias","MA"
"65683",-6.04527567990067,-43.525609789189751,"lagoa do mato","MA"
"65602",-4.8591134999999923,-43.359547500000005,"caxias","MA"
"65685",-5.8419071937402638,-43.840966170877806,"buriti bravo","MA"
"65695",-5.7319442632775219,-44.151616151595618,"fortuna","MA"
"65636",-5.0884486932899247,-42.838386918831205,"timon","MA"
"65640",-5.6849053945433328,-43.114144862036113,"parnarama","MA"
"65609",-4.8765703680325352,-43.376120789006272,"caxias","MA"
"65645",-5.5217444000517819,-43.20150832530102,"matões","MA"
"65665",-6.4899662892271728,-43.700201865668909,"sao joao dos patos","MA"
"65605",-4.8638410074009233,-43.343399419584607,"caxias","MA"
"65670",-6.4327879661847973,-43.98397756418246,"paraibano","MA"
"65606",-4.8828099166395074,-43.352474969888533,"caxias","MA"
"65634",-5.108989760189881,-42.83752199795326,"timon","MA"
"65630",-5.1043894902847438,-42.821727382506474,"timon","MA"
"65600",-4.8622379824468149,-43.358410742186621,"caxias","MA"
"65693",-5.8183678796748879,-44.224600493904205,"jatobá","MA"
"65635",-5.0938470641061739,-42.838733031963919,"timon","MA"
"65604",-4.8692503348859173,-43.337145489535885,"caxias","MA"
"65680",-6.1784474588765077,-43.779414406441774,"passagem franca","MA"
"65660",-6.7572114301237152,-43.024282293580292,"barao de grajau","MA"
"65625",-4.1504724924233081,-42.94560520437475,"duque bacelar","MA"
"65603",-4.8316555655929188,-43.360025712603473,"caxias","MA"
"65668",-6.4161519515181364,-43.543796575582846,"sucupira do riachao","MA"
"65610",-4.6367763362199694,-43.472056683334372,"aldeias altas","MA"
"65650",-6.2522552407438834,-42.857885080580878,"sao francisco do maranhao","MA"
"65608",-4.8667653992301885,-43.379845845119192,"caxias","MA"
"65615",-5.1184748384462786,-43.810840182796277,"sao joao do soter","MA"
"65637",-5.1161981525233839,-42.837185456811255,"timon","MA"
"65632",-5.1092113479762364,-42.832273635133909,"timon","MA"
"65706",-4.1367793277688119,-45.119466774862488,"olho d'água das cunhãs","MA"
"65740",-4.7514042352200416,-44.938390638769206,"pocao de pedras","MA"
"65760",-5.2881186558260271,-44.490063444869563,"presidente dutra","MA"
"65770",-5.0270042379844755,-44.271298331524569,"governador archer","MA"
"65715",-4.569409927828203,-45.132884720577742,"lago da pedra","MA"
"65700",-4.24012275790623,-44.786714105913,"bacabal","MA"
"65763",-5.2582172095600583,-44.647890027495158,"tuntum","MA"
"65725",-4.5663860096458739,-44.5952317146412,"pedreiras","MA"
"65727",-4.5701000507759115,-44.6114097784706,"trizidela do vale","MA"
"65790",-5.573837987577579,-44.384334637028928,"sao domingos do maranhao","MA"
